挂牌代码,债券全称,上市日期,到期日期,票面利率,UK
124344,13沪南房,2013/10/17,2019/9/9,6.7,4022259d000004a7
124345,13京煤债,2013/10/15,2020/9/9,6.14,402225a9000004a8
124346,13乳国资,2013/10/18,2020/9/11,6.9,402225a9000004a9
124347,13石建投,2013/10/8,2020/9/9,6.7,402225a9000004aa
124348,13京谷财,2013/10/15,2020/9/6,6.6,402225a9000004ab
124349,13福东海,2013/10/22,2020/9/13,7.09,402225a9000004ac
124350,ST晋煤运,2013/9/30,2023/1/28,5.25,402225c5000004ad
124351,13克州债,2013/10/28,2020/9/16,7.15,402225a9000004ae
124352,13平凉债,2013/11/6,2020/9/17,7.1,402225a9000004af
124353,13商洛01,2013/12/11,2020/9/9,7.05,402225a9000004b0
124354,13商洛02,2013/12/11,2019/9/9,6.75,4022259d000004b1
124355,13洼城投,2013/10/16,2020/9/17,7.25,402225a9000004b2
124356,13珠汇华,2013/10/17,2020/9/17,7.15,402225a9000004b3
124357,13津房开,2013/10/18,2020/8/6,5.88,402225a8000004b4
124358,13蚌城投,2013/10/8,2020/9/11,6.3,402225a9000004b5
124359,PR三明投,2013/10/22,2020/3/5,6.4,402225a3000004b6
124360,13成阿债,2013/10/14,2020/9/12,7.18,402225a9000004b7
124361,13京科城,2013/10/24,2019/9/22,6.28,4022259d000004b8
124362,13钦滨海,2013/10/17,2020/8/27,7,402225a8000004b9
124363,13郑投资,2013/11/5,2020/9/24,6.45,402225a9000004ba
124364,13临尧都,2013/10/25,2020/9/27,6.99,402225a9000004bb
124365,13昌润债,2013/10/22,2020/9/16,6.88,402225a9000004bc
124366,13汇丰投,2013/10/24,2020/10/11,7.06,402225aa000004bd
124367,13锡城发,2013/11/5,2020/10/11,6.1,402225aa000004be
124368,13郑交投,2013/12/26,2020/10/14,6.3,402225aa000004bf
124369,13吴城投,2013/11/26,2020/10/12,7.18,402225aa000004c0
124370,13虞新区,2013/11/5,2020/10/11,6.95,402225aa000004c1
124371,14北辰发,2014/5/26,2021/4/21,7,402225b0000004c2
124373,13平天湖,2013/11/6,2020/10/23,7.4,402225aa000004c3
124374,13塔国资,2013/11/6,2019/10/16,7.49,4022259e000004c4
124375,13鄂供销,2013/11/1,2019/10/10,6.18,4022259e000004c5
124376,13渝物流,2013/11/27,2020/10/18,7.08,402225aa000004c6
124377,13渝碚城,2013/11/4,2020/10/16,7.3,402225aa000004c7
124378,13湘九华,2013/11/20,2020/10/15,7.15,402225aa000004c8
124379,13许投资,2013/10/30,2020/10/16,6.95,402225aa000004c9
124380,13曹妃甸,2013/11/13,2020/10/15,7.5,402225aa000004ca
124381,09衡城投,2013/12/2,2016/11/16,7.06,4022257b000004cb
124382,10云建工,2013/12/25,2016/11/19,6.8,4022257b000004cc
124383,10开元旅,2013/11/22,2016/11/18,6.6,4022257b000004cd
124384,13雅发投,2013/11/6,2020/9/13,7,402225a9000004ce
124385,13龙岩汇,2013/11/7,2020/10/18,7.1,402225aa000004cf
124386,13新沂债,2013/11/12,2020/10/15,7.39,402225aa000004d0
124387,13湛基投,2013/11/19,2020/10/21,6.93,402225aa000004d1
124388,13任城债,2013/11/21,2020/10/18,7.3,402225aa000004d2
124389,13资水务,2013/11/27,2020/10/21,7.4,402225aa000004d3
124390,13葫岛01,2013/11/19,2020/10/18,7.05,402225aa000004d4
124391,13葫岛02,2013/11/19,2023/10/18,7.5,402225ce000004d5
124392,13荆门投,2013/11/11,2020/10/17,7,402225aa000004d6
124393,13连顺兴,2013/11/14,2020/10/18,6.97,402225aa000004d7
124394,13永城投,2013/11/19,2020/10/23,7.3,402225aa000004d8
124395,13堰城投,2013/11/7,2020/10/11,6.88,402225aa000004d9
124396,13姜发展,2013/11/6,2020/9/3,7.1,402225a9000004da
124397,13郫国投,2013/11/6,2020/10/15,7.25,402225aa000004db
124398,13株城发,2013/11/6,2020/10/16,6.95,402225aa000004dc
124399,13郴高科,2013/11/13,2020/10/21,7.25,402225aa000004dd
124400,13渝双福,2013/11/12,2020/10/23,7.49,402225aa000004de
124401,13冀广网,2013/11/6,2021/10/23,6.45,402225b6000004df
124402,13丹投01,2013/11/27,2020/10/23,6.9,402225aa000004e0
124403,13丹投02,2013/11/27,2019/10/23,6.81,4022259e000004e1
124404,13怀化工,2013/11/19,2020/10/29,7.7,402225aa000004e2
124405,13宝工债,2013/11/1,2020/10/17,7.1,402225aa000004e3
124406,13荆经开,2013/12/23,2020/12/9,8.2,402225ac000004e4
124407,13泰州债,2013/11/6,2023/10/16,6.92,402225ce000004e5
124408,13宛城投,2013/12/12,2020/10/24,7.05,402225aa000004e6
124409,13宿城投,2013/11/21,2020/10/29,6.88,402225aa000004e7
124410,13国网03,2013/11/6,2020/10/23,5.5,402225aa000004e8
124411,13国网04,2013/11/6,2028/10/23,5.73,4022260a000004e9
124412,13金利源,2013/11/28,2020/10/28,7,402225aa000004ea
124413,13寿城投,2013/11/12,2020/10/18,7.1,402225aa000004eb
124415,13鄂投01,2013/11/20,2023/10/28,5.98,402225ce000004ec
124416,13鄂投02,2013/11/20,2028/10/28,6.18,4022260a000004ed
124417,13江高新,2013/11/22,2020/11/4,7.39,402225ab000004ee
124418,13永利债,2013/12/4,2019/10/29,7.5,4022259e000004ef
124419,13乌兰察,2013/12/27,2020/10/31,7.7,402225aa000004f0
124420,13盐国资,2013/12/6,2020/9/4,7,402225a9000004f1
124421,13海新区,2013/12/24,2020/11/4,6.9,402225ab000004f2
124422,13崇明债,2013/11/28,2019/11/6,7.18,4022259f000004f3
124423,13宜环科,2013/12/3,2020/10/18,7.1,402225aa000004f4
124424,13柳东城,2013/12/13,2020/10/29,7.4,402225aa000004f5
124425,13平国资,2013/12/6,2020/11/5,7.25,402225ab000004f6
124426,13澄港城,2013/12/11,2020/11/7,7.1,402225ab000004f7
124427,13临河债,2013/12/2,2020/11/13,7.9,402225ab000004f8
124428,13粤垦债,2013/12/30,2019/11/15,7,4022259f000004f9
124429,13亭公投,2013/12/5,2020/11/15,7.95,402225ab000004fa
124430,14城阳债,2014/5/9,2021/3/10,7.09,402225af000004fb
124431,13普兰01,2013/12/3,2020/11/19,7.6,402225ab000004fc
124432,13襄建投,2013/12/16,2020/11/11,7.3,402225ab000004fd
124433,PR沪闵行,2013/12/27,2019/10/23,6.48,4022259e000004fe
124434,13渝豪江,2014/1/17,2020/11/22,7.99,402225ab000004ff
124435,13邯城投,2013/12/16,2020/11/25,7.6,402225ab00000500
124436,13海旅业,2014/1/6,2018/12/4,7.31,4022259400000501
124437,13津静海,2013/12/30,2020/11/26,7.9,402225ab00000502
124438,13冶城投,2014/1/6,2020/11/27,7.95,402225ab00000503
124439,13六安01,2013/12/26,2020/12/2,8,402225ac00000504
124440,13宁德投,2014/1/10,2020/12/5,7.99,402225ac00000505
124441,13库车01,2013/12/18,2020/12/9,7.95,402225ac00000506
124442,13武威01,2014/1/7,2020/12/9,8.2,402225ac00000507
124443,13黔投01,2014/1/7,2020/12/12,8.3,402225ac00000508
124444,13六安02,2014/6/6,2021/4/17,7.5,402225b000000509
124445,13泰成兴,2014/1/7,2020/12/12,8.3,402225ac0000050a
124446,13即墨债,2014/1/6,2019/12/17,8.1,402225a00000050b
124448,13大理01,2014/1/21,2020/12/11,8.3,402225ac0000050c
124449,13常滨湖,2014/1/13,2020/12/12,8.04,402225ac0000050d
124450,13周口01,2014/1/16,2020/11/18,7.5,402225ab0000050e
124451,13濮建投,2013/12/31,2020/12/11,8,402225ac0000050f
124452,13府谷债,2014/1/7,2020/12/16,8.69,402225ac00000510
124453,13秦开01,2014/1/27,2020/12/17,8,402225ac00000511
124454,13武清01,2014/1/7,2020/12/17,8,402225ac00000512
124455,13越都债,2014/1/6,2020/12/12,8.2,402225ac00000513
124456,13闽投债,2014/1/6,2021/4/9,5.3,402225b000000514
124457,13河池投,2014/1/23,2020/12/18,8.5,402225ac00000515
124458,13镇投01,2014/1/16,2020/12/18,7.9,402225ac00000516
124459,13随州01,2014/1/16,2020/12/20,8.5,402225ac00000517
124460,13忻州01,2014/1/13,2020/12/18,8.5,402225ac00000518
124461,13清远债,2014/1/6,2020/12/19,8.2,402225ac00000519
124462,13海财01,2014/1/29,2020/12/19,8.56,402225ac0000051a
124463,13津住宅,2014/1/24,2020/12/19,8,402225ac0000051b
124464,13天易01,2014/1/8,2020/12/23,8,402225ac0000051c
124465,13黄冈01,2014/1/17,2020/12/25,8.6,402225ac0000051d
124466,13邕城投,2014/1/22,2020/12/26,8.2,402225ac0000051e
124467,13锦州01,2014/2/12,2020/12/27,8.5,402225ac0000051f
124468,13丰城01,2014/2/12,2020/12/30,8.5,402225ac00000520
124469,13格尔木,2014/1/30,2020/12/30,8.7,402225ac00000521
124470,13赣开01,2014/1/28,2019/12/31,8.15,402225a000000522
124471,13宁海01,2014/1/27,2021/1/2,8,402225ad00000523
124472,13海西州,2014/1/29,2021/1/2,8.6,402225ad00000524
124474,14怀化01,2014/2/12,2024/1/3,8.99,402225d100000525
124475,13沈湖01,2014/1/22,2020/12/25,8.37,402225ac00000526
124477,14滨高新,2014/1/24,2021/1/10,8.6,402225ad00000527
124478,14仪征债,2014/3/4,2021/1/9,8.6,402225ad00000528
124479,14丰城01,2014/2/21,2021/1/14,8.65,402225ad00000529
124480,14东台01,2014/2/26,2021/1/13,8.65,402225ad0000052a
124481,13镇投02,2014/2/18,2021/1/13,8.2,402225ad0000052b
124482,14京华远,2014/2/17,2019/1/16,8.5,402225950000052c
124483,09渝地产,2014/1/29,2019/3/3,6.46,402225970000052d
124485,14苏沿海,2014/3/19,2021/1/15,7,402225ad0000052e
124486,14锦州01,2014/2/25,2021/1/21,9.1,402225ad0000052f
124487,14邵城投,2014/2/18,2021/1/17,8.58,402225ad00000530
124488,14吴兴南,2014/2/20,2021/1/16,8.79,402225ad00000531
124489,14融强01,2014/2/26,2021/1/20,8.6,402225ad00000532
124490,14首开01,2014/2/12,2021/1/15,7.19,402225ad00000533
124491,14皋开债,2014/2/18,2021/1/22,8.3,402225ad00000534
124492,14江夏投,2014/2/24,2021/1/20,8.99,402225ad00000535
124493,14伊宁债,2014/5/27,2021/1/23,8.9,402225ad00000536
124494,14迁安01,2014/2/12,2021/1/23,8.88,402225ad00000537
124495,14晟晏债,2014/2/26,2021/1/21,8.99,402225ad00000538
124496,13丰城02,2014/4/11,2021/1/24,8.7,402225ad00000539
124497,14扬化工,2014/2/27,2021/1/24,8.58,402225ad0000053a
124498,14金资01,2014/2/24,2021/1/24,6.66,402225ad0000053b
124499,13沈湖02,2014/2/26,2021/1/22,8.66,402225ad0000053c
124500,13鹏铁02,2014/2/26,2024/1/24,6.75,402225d10000053d
124501,14皋沿江,2014/3/6,2021/1/24,8.6,402225ad0000053e
124502,14宏财01,2014/2/26,2021/1/24,8.9,402225ad0000053f
124504,PR鹰投债,2014/3/17,2017/2/23,8.15,4022257e00000540
124505,14嘉市镇,2014/3/18,2021/2/26,7.45,402225ae00000541
124507,14潍滨城,2014/3/3,2021/2/14,8.59,402225ae00000542
124508,14滕州02,2014/6/20,2021/5/8,7.4,402225b100000543
124509,14湘潭新,2014/4/15,2021/2/25,8.16,402225ae00000544
124510,13赣开02,2014/3/10,2020/2/19,7.4,402225a200000545
124511,14赣开投,2014/3/13,2021/2/19,7.43,402225ae00000546
124512,11三门投,2014/3/17,2017/3/8,8.28,4022257f00000547
124513,14铜旅游,2014/3/17,2021/2/20,8,402225ae00000548
124514,14六开投,2014/4/2,2021/2/19,7.5,402225ae00000549
124515,14云路桥,2014/3/14,2020/2/21,7.58,402225a20000054a
124516,14泉高新,2014/3/5,2021/2/20,7.4,402225ae0000054b
124517,14怀化02,2014/3/14,2024/2/21,8.14,402225d20000054c
124518,13忻州02,2014/3/19,2021/2/21,7.9,402225ae0000054d
124519,14淮新01,2014/4/3,2021/3/4,7.45,402225af0000054e
124520,14太资债,2014/3/11,2021/2/27,7,402225ae0000054f
124521,14泉港债,2014/3/31,2021/2/25,7.79,402225ae00000550
124522,14连普湾,2014/4/2,2021/2/20,7.09,402225ae00000551
124523,14开城投,2014/4/8,2021/2/24,7.88,402225ae00000552
124524,13黔投02,2014/3/14,2021/2/21,7.8,402225ae00000553
124525,14毕开源,2014/3/24,2021/2/25,7.78,402225ae00000554
124526,14邹平债,2014/4/2,2021/2/24,7.3,402225ae00000555
124527,14榆神债,2014/3/20,2021/2/21,8.5,402225ae00000556
124528,14粤云浮,2014/3/17,2021/1/15,8.6,402225ad00000557
124529,14泉台商,2014/4/11,2021/2/25,7.22,402225ae00000558
124530,14海开01,2014/3/31,2021/2/21,7.49,402225ae00000559
124531,14海开02,2014/3/31,2020/2/21,7.4,402225a20000055a
124532,14甘公01,2014/3/21,2020/2/27,7,402225a20000055b
124533,14酒经投,2014/3/21,2021/2/26,7.4,402225ae0000055c
124534,14渝中债,2014/4/21,2021/2/26,7.25,402225ae0000055d
124535,14眉山资,2014/3/26,2021/2/26,7.84,402225ae0000055e
124536,14莱开投,2014/3/31,2021/2/28,7.08,402225ae0000055f
124537,14伊财通,2014/3/26,2021/2/28,7.68,402225ae00000560
124538,14麓城投,2014/3/24,2021/2/27,7.7,402225ae00000561
124539,14富阳01,2014/5/23,2021/2/26,7.1,402225ae00000562
124540,14汉车都,2014/3/28,2021/2/27,7.18,402225ae00000563
124541,14文城投,2014/3/13,2021/2/27,8.1,402225ae00000564
124542,14陆嘴01,2014/3/31,2019/2/25,5.79,4022259600000565
124543,14临港控,2014/3/18,2021/2/26,7.75,402225ae00000566
124544,14锦州02,2014/3/24,2021/2/25,8.38,402225ae00000567
124545,14双水01,2014/3/24,2020/2/26,7.4,402225a200000568
124546,14丰城02,2014/3/27,2021/2/28,7.5,402225ae00000569
124547,14海安债,2014/4/16,2021/3/4,7.45,402225af0000056a
124548,14裕峰债,2014/3/27,2021/2/28,7.08,402225ae0000056b
124549,14新滨江,2014/3/20,2021/3/5,7.6,402225af0000056c
124550,14桃城投,2014/3/20,2021/2/24,8.15,402225ae0000056d
124551,14长兴经,2014/3/26,2021/3/3,7.99,402225af0000056e
124552,14如金鑫,2014/3/31,2021/3/3,8.08,402225af0000056f
124553,14佳城投,2014/3/18,2021/2/26,7.9,402225ae00000570
124554,14威楠科,2014/4/16,2021/2/28,8.28,402225ae00000571
124555,14余城建,2014/3/24,2021/3/3,7,402225af00000572
124556,14余经开,2014/3/20,2021/3/3,7.45,402225af00000573
124557,13天易02,2014/3/14,2021/3/3,7.1,402225af00000574
124558,14宏桥01,2014/3/31,2021/3/3,8.69,402225af00000575
124559,14冶城投,2014/4/4,2021/3/3,7.3,402225af00000576
124560,13大理02,2014/3/26,2021/3/4,7.9,402225af00000577
124561,14汾湖债,2014/3/14,2021/2/28,7.49,402225ae00000578
124562,14富蕴资,2014/3/26,2020/3/5,8.67,402225a300000579
124563,14吉铁投,2014/3/24,2021/3/4,7.18,402225af0000057a
124564,14兴安盟,2014/3/14,2021/3/6,8.2,402225af0000057b
124565,14庆城投,2014/4/22,2021/3/5,7.1,402225af0000057c
124566,14潭两型,2014/6/23,2021/4/23,7.89,402225b00000057d
124567,14扬开发,2014/6/11,2021/3/5,7.4,402225af0000057e
124568,14株国投,2014/4/9,2021/2/19,7.39,402225ae0000057f
124569,14嘉经投,2014/3/26,2021/3/5,7.89,402225af00000580
124570,14首开02,2014/3/19,2021/2/27,6.5,402225ae00000581
124571,14高新投,2014/3/26,2021/3/12,8.5,402225af00000582
124572,14遂川中,2014/6/30,2021/4/21,8.69,402225b000000583
124573,14龙岩城,2014/4/1,2021/3/4,7.45,402225af00000584
124574,14攀国投,2014/3/24,2021/3/5,7.6,402225af00000585
124575,14汕投资,2014/5/22,2024/3/4,7.99,402225d300000586
124576,11滇铁投,2014/4/22,2018/1/27,5.98,4022258900000587
124577,14甬广聚,2014/5/20,2021/3/6,7.75,402225af00000588
124578,14青莱西,2014/3/18,2021/3/6,7.5,402225af00000589
124580,14淮开控,2014/3/31,2021/3/10,7.3,402225af0000058a
124581,13黄冈02,2014/8/11,2021/3/4,7.45,402225af0000058b
124582,14廊经开,2014/3/24,2021/3/10,7.95,402225af0000058c
124583,14津房信,2014/3/28,2021/3/13,8.59,402225af0000058d
124584,14天能01,2014/3/24,2019/3/11,7.31,402225970000058e
124585,14南网债,2014/3/31,2024/3/19,5.9,402225d30000058f
124586,14陆嘴02,2014/4/8,2019/3/11,5.98,4022259700000590
124587,14阜阳01,2014/4/29,2021/3/13,7.6,402225af00000591
124588,14济宁债,2014/4/15,2021/3/17,7.05,402225af00000592
124589,14海晋交,2014/4/3,2021/3/18,8,402225af00000593
124590,13武清02,2014/5/5,2021/3/19,7.18,402225af00000594
124591,14长土开,2014/4/17,2021/3/17,7.36,402225af00000595
124592,14并国投,2014/3/31,2021/3/19,7.2,402225af00000596
124593,14相城投,2014/4/3,2021/3/19,6.95,402225af00000597
124594,14潍东方,2014/5/14,2021/3/24,7.78,402225af00000598
124595,14涪陵债,2014/4/21,2021/3/20,7.89,402225af00000599
124596,14长影债,2014/4/25,2021/3/3,7.2,402225af0000059a
124597,14海资01,2014/7/11,2021/4/29,8,402225b00000059b
124598,14济城投,2014/5/13,2021/3/20,6.8,402225af0000059c
124599,14西保01,2015/3/13,2019/3/18,7.31,402225970000059d
124600,14贵水01,2014/6/6,2024/3/19,8.1,402225d30000059e
124601,14唐城债,2014/6/17,2021/2/26,7.1,402225ae0000059f
124602,14国网01,2014/3/31,2019/3/13,5.69,40222597000005a0
124603,14国网02,2014/3/31,2029/3/13,6,4022260f000005a1
124604,14富阳02,2014/5/26,2021/3/19,7.2,402225af000005a2
124605,14温高01,2014/4/15,2021/3/21,7.95,402225af000005a3
124606,14菏泽债,2014/4/15,2021/3/24,7.14,402225af000005a4
124607,14津环城,2014/4/8,2021/3/21,7.2,402225af000005a5
124608,14句容福,2014/4/24,2021/3/21,7.7,402225af000005a6
124609,14常德投,2014/4/18,2021/3/24,7,402225af000005a7
124610,14云铁投,2014/4/8,2019/3/6,7.3,40222597000005a8
124611,14阜阳02,2014/4/29,2021/3/21,7.65,402225af000005a9
124612,14永城建,2014/5/5,2021/4/2,7.8,402225b0000005aa
124613,14长建投,2014/4/9,2022/3/25,7.9,402225bb000005ab
124614,14桂农垦,2014/6/18,2021/3/18,7.5,402225af000005ac
124615,14昆高新,2014/6/5,2021/3/26,7.1,402225af000005ad
124616,14鄂交01,2014/6/6,2024/3/27,6.68,402225d3000005ae
124617,14鄂交02,2014/6/6,2024/3/27,6.8,402225d3000005af
124618,14粤科债,2014/5/8,2024/3/25,7.3,402225d3000005b0
124619,14中卫建,2014/7/10,2021/3/26,8.2,402225af000005b1
124620,14渝黔江,2014/6/9,2021/3/21,8,402225af000005b2
124621,14宣国资,2014/4/22,2021/3/27,7.95,402225af000005b3
124622,14钦临海,2014/5/26,2021/2/20,7.68,402225ae000005b4
124623,14穗铁01,2014/5/23,2024/4/2,6.45,402225d4000005b5
124624,14盛经01,2014/5/12,2021/4/8,8.19,402225b0000005b6
124625,11宁宝源,2014/10/9,2017/4/18,7.55,40222580000005b7
124626,13渝豪02,2014/6/18,2021/3/6,8.05,402225af000005b8
124627,PR青州债,2014/4/29,2019/5/22,6.5,40222599000005b9
124628,14启东01,2014/7/15,2021/4/4,8.2,402225b0000005ba
124629,14苏金灌,2014/5/30,2021/4/8,7.9,402225b0000005bb
124630,14库城建,2014/7/1,2020/5/20,6.99,402225a5000005bc
124631,14漕开发,2014/5/28,2021/4/9,7.24,402225b0000005bd
124632,14合桃花,2014/5/13,2021/4/9,7.8,402225b0000005be
124633,14淄高新,2014/5/12,2021/4/11,7.58,402225b0000005bf
124634,14牡国投,2014/5/12,2021/4/14,7.7,402225b0000005c0
124635,14滕州01,2014/6/20,2021/4/14,7.68,402225b0000005c1
124636,14防城港,2014/5/13,2021/4/16,8.09,402225b0000005c2
124637,14融强02,2014/5/22,2021/4/14,7.92,402225b0000005c3
124638,14信阳债,2014/5/5,2021/4/15,7.55,402225b0000005c4
124639,14沭金源,2014/5/30,2021/4/14,7.39,402225b0000005c5
124641,14江宁开,2014/7/7,2024/4/14,7.94,402225d4000005c6
124642,14鸠建投,2014/7/7,2021/4/14,8.49,402225b0000005c7
124643,14冀高开,2014/9/30,2021/4/15,7.22,402225b0000005c8
124644,14沈国资,2014/5/23,2021/4/14,7.55,402225b0000005c9
124645,14临经开,2014/6/18,2021/4/16,7.7,402225b0000005ca
124646,14宁经开,2014/5/28,2021/4/16,8.2,402225b0000005cb
124647,14娄底债,2014/7/30,2021/4/15,7.95,402225b0000005cc
124648,14郴州债,2014/7/14,2021/4/16,7.29,402225b0000005cd
124649,14邳润城,2014/5/12,2021/4/16,7.88,402225b0000005ce
124650,13海财02,2014/5/21,2021/4/16,8.17,402225b0000005cf
124651,14杨农发,2014/5/16,2021/4/17,7.2,402225b0000005d0
124652,14益交投,2014/5/16,2021/4/21,7.77,402225b0000005d1
124653,14遂河投,2014/5/8,2021/4/17,8.36,402225b0000005d2
124654,14庆经投,2014/7/14,2021/4/16,7.98,402225b0000005d3
124655,13宁海02,2014/6/16,2021/4/16,7.99,402225b0000005d4
124656,14永国投,2014/5/14,2020/4/17,8.78,402225a4000005d5
124657,14张经投,2014/6/18,2021/4/17,7.8,402225b0000005d6
124658,14桂城建,2014/7/1,2021/4/14,7.59,402225b0000005d7
124659,14平经开,2014/8/7,2021/4/17,7.99,402225b0000005d8
124660,14桐庐投,2014/8/8,2021/4/18,8.09,402225b0000005d9
124661,14赣四通,2014/7/2,2021/4/18,8.2,402225b0000005da
124662,14京投债,2014/5/19,2029/4/16,6.25,40222610000005db
124663,14威经开,2014/6/4,2021/4/16,7.45,402225b0000005dc
124664,13秦开02,2014/6/17,2021/4/18,8.45,402225b0000005dd
124665,14余交通,2014/7/25,2021/4/18,7.19,402225b0000005de
124666,14莱山债,2014/7/7,2021/4/21,7.45,402225b0000005df
124667,14苏元禾,2014/5/13,2021/4/21,6.85,402225b0000005e0
124668,14滇公路,2014/5/22,2020/4/24,7,402225a4000005e1
124669,14西保02,2015/4/13,2019/4/18,7.31,40222598000005e2
124670,14蚌高新,2014/5/12,2021/4/17,8.7,402225b0000005e3
124671,14湛新域,2014/5/23,2021/4/21,8,402225b0000005e4
124672,14徐开发,2014/6/16,2021/4/21,7.35,402225b0000005e5
124673,14火炬债,2014/5/13,2021/4/21,7.49,402225b0000005e6
124674,14泰中兴,2014/6/23,2021/5/16,7.6,402225b1000005e7
124675,14崇川债,2014/6/13,2021/4/18,7.15,402225b0000005e8
124676,14衢国资,2014/8/6,2021/4/21,7.2,402225b0000005e9
124677,14乌城投,2014/5/21,2021/4/21,8.19,402225b0000005ea
124678,14宁开控,2014/5/29,2021/4/21,7.09,402225b0000005eb
124679,14宜经开,2014/7/31,2021/4/18,7.69,402225b0000005ec
124680,13普兰02,2014/7/30,2021/4/21,7.74,402225b0000005ed
124681,14徐高新,2014/6/18,2021/4/22,7.86,402225b0000005ee
124682,14宝高新,2014/8/28,2021/4/21,8.25,402225b0000005ef
124683,13周口02,2014/8/4,2021/4/21,7.49,402225b0000005f0
124684,14新城基,2014/6/18,2021/4/21,7.5,402225b0000005f1
124685,14临淄债,2014/6/6,2021/4/22,7.55,402225b0000005f2
124686,14昌平债,2014/8/4,2021/4/22,6.74,402225b0000005f3
124687,14南化债,2014/7/3,2021/4/21,8.28,402225b0000005f4
124688,14潜城投,2014/6/3,2021/4/22,8.38,402225b0000005f5
124689,14雨城投,2014/6/6,2021/4/18,7.17,402225b0000005f6
124690,14中电建,2014/6/18,2019/4/23,5.7,40222598000005f7
124691,14宏财02,2014/6/18,2021/4/18,8.49,402225b0000005f8
124692,14嘉公路,2014/6/30,2021/4/23,6.8,402225b0000005f9
124693,14新凯迪,2014/8/27,2021/4/22,7.8,402225b0000005fa
124694,14克投债,2014/6/20,2021/4/22,7.15,402225b0000005fb
124695,14广元控,2014/6/25,2021/4/22,7.3,402225b0000005fc
124696,14东台02,2014/6/30,2021/4/23,7.58,402225b0000005fd
124697,14马城投,2014/5/30,2021/4/24,7.14,402225b0000005fe
124698,14奉化债,2014/7/3,2021/4/24,7.8,402225b0000005ff
124699,14汇通债,2014/5/26,2020/4/25,8.3,402225a400000600
124700,14内江投,2014/7/2,2021/4/24,7.99,402225b000000601
124701,14临开债,2014/6/25,2021/4/23,7.9,402225b000000602
124702,14衡水投,2014/5/15,2021/4/23,7.4,402225b000000603
124703,14蓉隆博,2014/6/11,2021/4/24,8.1,402225b000000604
124704,13武威02,2014/5/30,2021/4/24,8.2,402225b000000605
124705,13库车02,2014/5/13,2021/4/25,7.45,402225b000000606
124706,14巴国资,2014/6/30,2021/4/25,8.5,402225b000000607
124707,14渝江01,2014/8/7,2021/4/25,6.7,402225b000000608
124708,14兖微01,2014/6/26,2020/4/28,8,402225a400000609
124709,14安吉债,2014/8/5,2021/4/24,8.3,402225b00000060a
124710,14兴国资,2014/5/30,2021/4/24,6.66,402225b00000060b
124711,14象山债,2014/6/12,2021/4/25,7.95,402225b00000060c
124712,14并经开,2014/7/11,2021/4/24,7.43,402225b00000060d
124713,14黔铁投,2014/5/30,2024/4/23,7.5,402225d40000060e
124714,14鲁国集,2014/7/14,2020/4/25,7.5,402225a40000060f
124715,14四平债,2014/6/16,2021/4/25,8.1,402225b000000610
124716,14宁国债,2014/6/24,2021/4/28,8.7,402225b000000611
124717,14姜鑫源,2014/7/11,2020/4/23,8.5,402225a400000612
124718,14乌房债,2014/7/2,2021/4/25,7.27,402225b000000613
124719,13鞍新02,2014/10/31,2021/4/25,8.39,402225b000000614
124720,14电投01,2014/5/30,2029/4/24,6.1,4022261000000615
124721,14青海创,2014/6/4,2021/4/25,6.88,402225b000000616
124722,14包滨河,2014/6/13,2021/4/23,7.7,402225b000000617
124723,14启东02,2014/7/15,2021/4/28,7.9,402225b000000618
124724,14富山居,2014/6/13,2021/4/28,7.7,402225b000000619
124725,14曲靖投,2014/7/2,2021/4/28,7.48,402225b00000061a
124726,14德高新,2014/6/26,2021/4/28,7.9,402225b00000061b
124727,14渝保税,2014/7/28,2021/4/24,7.5,402225b00000061c
124728,14左旗债,2014/11/19,2021/4/28,8.6,402225b00000061d
124729,14兰新控,2014/7/11,2021/4/29,8.3,402225b00000061e
124730,14长交01,2014/6/5,2021/4/30,7.88,402225b00000061f
124731,14朝建投,2014/6/20,2021/4/28,7.58,402225b000000620
124732,14渝高开,2014/7/1,2021/4/25,7.8,402225b000000621
124733,14开发投,2014/7/9,2021/4/25,7.24,402225b000000622
124734,13随州02,2014/6/27,2021/4/30,8.4,402225b000000623
124735,14合建投,2014/7/11,2024/4/29,7.2,402225d400000624
124736,14柳龙投,2014/6/26,2024/4/30,8.28,402225d400000625
124737,14虞交通,2014/6/25,2021/4/29,7,402225b000000626
124738,14安发投,2014/5/28,2021/5/12,7.43,402225b100000627
124739,14西塞山,2014/7/1,2021/4/29,7.8,402225b000000628
124740,14青经开,2014/8/27,2021/4/30,6.87,402225b000000629
124741,14辽鑫诚,2014/6/26,2021/5/21,8.1,402225b10000062a
124742,14贵水02,2014/6/6,2024/5/8,8.05,402225d50000062b
124743,14银城投,2014/5/30,2021/5/12,6.88,402225b10000062c
124744,14萧经开,2014/6/25,2021/5/13,6.9,402225b10000062d
124745,14武安债,2014/6/5,2021/5/14,7.99,402225b10000062e
124746,14贺城投,2014/6/27,2021/5/16,8.16,402225b10000062f
124747,14太仓港,2014/6/10,2021/4/28,7.4,402225b000000630
124748,14铜示范,2014/7/3,2021/5/13,7.3,402225b100000631
124749,14仁城投,2014/6/16,2021/5/16,8.09,402225b100000632
124750,14宜春投,2014/6/10,2021/5/15,7.09,402225b100000633
124751,14徐高铁,2014/6/27,2021/5/15,7.09,402225b100000634
