股份代号,股份名称,买卖单位,UK
1,长和,500,40a1100000000001
2,中电控股,500,40a1100000000002
3,香港中华煤气,"“1,000”",40a1100000000003
4,九龙仓集团,"“1,000”",40a1100000000004
5,汇丰控股,400,40a1100000000005
6,电能实业,500,40a1100000000006
7,凯富能源,"“2,000”",40a1100000000007
8,电讯盈科,"“1,000”",40a1100000000008
9,九号运通,"“6,000”",40a1100000000009
10,恒隆集团,"“1,000”",40a110000000000a
11,恒生银行,100,40a110000000000b
12,恒基地产,"“1,000”",40a110000000000c
14,希慎兴业,"“1,000”",40a110000000000d
15,盈信控股,"“2,000”",40a110000000000e
16,新鸿基地产,"“1,000”",40a110000000000f
17,新世界发展,"“1,000”",40a1100000000010
18,东方报业集团,"“2,000”",40a1100000000011
19,太古股份公司Ａ,500,40a1100000000012
20,会德丰,"“1,000”",40a1100000000013
21,大中华地产控股,"“5,000”",40a1100000000014
22,茂盛控股,"“40,000”",40a1100000000015
23,东亚银行,200,40a1100000000016
24,宝威控股,"“2,000”",40a1100000000017
25,HEVALIER INT'L,"“2,000”",40a1100000000018
26,中华汽车,200,40a1100000000019
27,银河娱乐,"“1,000”",40a110000000001a
28,天安,"“1,000”",40a110000000001b
29,达力集团,"“2,000”",40a110000000001c
30,万隆控股集团,"“2,000”",40a110000000001d
31,航天控股,"“2,000”",40a110000000001e
32,港通控股,"“1,000”",40a110000000001f
33,亚投金融集团,"“2,000”",40a1100000000020
34,九龙建业,"“1,000”",40a1100000000021
35,远东发展,"“1,000”",40a1100000000022
36,远东控股国际,"“3,000”",40a1100000000023
37,远东酒店实业,"“2,000”",40a1100000000024
38,第一拖拉机股份,"“2,000”",40a1100000000025
39,中国北大荒,"“8,000”",40a1100000000026
40,金山工业,"“1,000”",40a1100000000027
41,鹰君,"“1,000”",40a1100000000028
42,东北电气,"“2,000”",40a1100000000029
43,卜蜂国际,"“2,000”",40a110000000002a
44,香港飞机工程,400,40a110000000002b
45,大酒店,500,40a110000000002c
46,科联系统,"“2,000”",40a110000000002d
47,合兴集团,"“4,000”",40a110000000002e
48,中国汽车内饰,"“10,000”",40a110000000002f
50,香港小轮（集团）,"“1,000”",40a1100000000030
51,海港企业,"“1,000”",40a1100000000031
52,FAIRWOOD HOLD,500,40a1100000000032
53,国浩集团,"“1,000”",40a1100000000033
54,合和实业,500,40a1100000000034
55,中星集团控股,"“10,000”",40a1100000000035
56,联合地产（香港）,"“2,000”",40a1100000000036
57,震雄集团,"“2,000”",40a1100000000037
58,新威国际,"“20,000”",40a1100000000038
59,天誉置业,"“2,000”",40a1100000000039
60,香港食品投资,"“2,000”",40a110000000003a
61,北亚资源,"“5,000”",40a110000000003b
62,载通,400,40a110000000003c
63,荣丰国际,"“1,000”",40a110000000003d
64,结好控股,"“2,000”",40a110000000003e
65,弘海高新资源,"“4,000”",40a110000000003f
66,港铁公司,500,40a1100000000040
67,旭光高新材料,"“2,000”",40a1100000000041
68,利兴发展,"“1,000”",40a1100000000042
69,香格里拉（亚洲）,"“2,000”",40a1100000000043
70,海王集团,"“10,000”",40a1100000000044
71,美丽华酒店,"“1,000”",40a1100000000045
72,现代传播,"“2,000”",40a1100000000046
73,亚洲果业,"“1,000”",40a1100000000047
75,渝太地产,"“2,000”",40a1100000000048
76,南海石油,"“4,000”",40a1100000000049
77,进智公共交通,"“2,000”",40a110000000004a
78,REGAL INT'L,"“2,000”",40a110000000004b
79,世纪建业,"“4,000”",40a110000000004c
81,中国海外宏洋集团,"“1,000”",40a110000000004d
82,第一视频,"“2,000”",40a110000000004e
83,信和置业,"“2,000”",40a110000000004f
84,宝光实业,"“1,000”",40a1100000000050
85,中国电子,"“2,000”",40a1100000000051
86,新鸿基公司,"“1,000”",40a1100000000052
87,太古股份公司Ｂ,"“2,500”",40a1100000000053
88,TAI CHEUNG HOLD,"“1,000”",40a1100000000054
89,大生地产,"“1,000”",40a1100000000055
90,琥珀能源,"“2,000”",40a1100000000056
91,标准资源控股,"“50,000”",40a1100000000057
92,HAMPION TECH,"“2,000”",40a1100000000058
93,TERMBRAY IND,"“2,000”",40a1100000000059
94,绿心集团,"“2,000”",40a110000000005a
95,绿景中国地产,"“4,000”",40a110000000005b
96,ＹＵＳＥＩ,"“2,000”",40a110000000005c
97,恒基发展,"“1,000”",40a110000000005d
98,兴发铝业,"“1,000”",40a110000000005e
99,王氏国际,"“1,000”",40a110000000005f
100,白马户外媒体,"“1,000”",40a1100000000060
101,恒隆地产,"“1,000”",40a1100000000061
102,凯升控股,"“2,000”",40a1100000000062
103,首长宝佳,"“2,000”",40a1100000000063
104,ASIA COMM HOLD,"“5,000”",40a1100000000064
105,凯联国际酒店,"“2,000”",40a1100000000065
106,朗诗绿色地产,"“4,000”",40a1100000000066
107,四川成渝高速公路,"“2,000”",40a1100000000067
108,国锐地产,"“2,000”",40a1100000000068
109,天成国际,"“10,000”",40a1100000000069
110,中国长远,"“2,000”",40a110000000006a
111,信达国际控股,"“2,000”",40a110000000006b
112,勒泰商业地产,"“2,000”",40a110000000006c
113,迪生创建,500,40a110000000006d
114,HERALD HOLD,"“5,000”",40a110000000006e
115,钧濠集团,"“10,000”",40a110000000006f
116,周生生,"“1,000”",40a1100000000070
117,宇阳控股,"“2,000”",40a1100000000071
118,大同机械,"“2,000”",40a1100000000072
119,保利置业集团,"“1,000”",40a1100000000073
120,OSMOPOL INT'L,"“20,000”",40a1100000000074
121,卜蜂莲花,"“10,000”",40a1100000000075
122,鳄鱼恤,"“1,000”",40a1100000000076
123,越秀地产,"“2,000”",40a1100000000077
124,粤海置地,"“2,000”",40a1100000000078
125,新兴光学,"“2,000”",40a1100000000079
126,佳宁娜,"“2,000”",40a110000000007a
127,华人置业,500,40a110000000007b
128,安宁控股,"“4,000”",40a110000000007c
129,泛海集团,"“2,000”",40a110000000007d
130,慕诗国际,"“2,000”",40a110000000007e
131,卓能(集团),"“1,000”",40a110000000007f
132,中国兴业控股,"“1,000”",40a1100000000080
135,昆仑能源,"“2,000”",40a1100000000081
136,恒腾网络,"“4,000”",40a1100000000082
137,金辉集团,"“1,000”",40a1100000000083
138,中建富通,"“2,000”",40a1100000000084
139,中国软实力,"“14,000”",40a1100000000085
141,大中华集团,"“2,000”",40a1100000000086
142,第一太平,"“2,000”",40a1100000000087
143,GLOBAL TECH,"“2,000”",40a1100000000088
144,招商局国际,"“2,000”",40a1100000000089
145,香港建屋贷款,"“8,000”",40a110000000008a
146,TAI PING CARPET,"“1,000”",40a110000000008b
147,超越集团,"“5,000”",40a110000000008c
148,建滔化工,500,40a110000000008d
149,中国农产品交易,"“5,000”",40a110000000008e
151,中国旺旺,"“1,000”",40a110000000008f
152,深圳国际,500,40a1100000000090
153,中国赛特,"“2,000”",40a1100000000091
154,北京发展（香港）,"“1,000”",40a1100000000092
155,中国源畅,"“10,000”",40a1100000000093
156,力宝华润,"“10,000”",40a1100000000094
157,自然美,"“10,000”",40a1100000000095
158,万邦投资,500,40a1100000000096
159,布莱克万矿业,"“4,000”",40a1100000000097
160,汉国置业,"“2,000”",40a1100000000098
161,中航国际控股,"“2,000”",40a1100000000099
162,世纪金花,"“2,000”",40a110000000009a
163,英皇国际,"“2,000”",40a110000000009b
164,中国宝力科技,"“25,000”",40a110000000009c
165,中国光大控股,"“2,000”",40a110000000009d
166,新时代能源,"“2,000”",40a110000000009e
167,IDT INT'L,"“2,000”",40a110000000009f
168,青岛啤酒股份,"“2,000”",40a11000000000a0
169,万达酒店发展,"“1,000”",40a11000000000a1
171,银建国际,"“2,000”",40a11000000000a2
172,金榜集团,"“10,000”",40a11000000000a3
173,嘉华国际,"“1,000”",40a11000000000a4
174,盛洋投资,"“2,000”",40a11000000000a5
175,吉利汽车,"“5,000”",40a11000000000a6
176,联太工业,"“2,000”",40a11000000000a7
177,江苏宁沪高速公路,"“2,000”",40a11000000000a8
178,莎莎国际,"“2,000”",40a11000000000a9
179,德昌电机控股,500,40a11000000000aa
180,开达集团,"“2,000”",40a11000000000ab
181,闽港控股,"“20,000”",40a11000000000ac
182,协合新能源,"“10,000”",40a11000000000ad
183,宏辉集团,"“8,000”",40a11000000000ae
184,激成投资,"“2,000”",40a11000000000af
185,正恒国际控股,"“10,000”",40a11000000000b0
186,GRANDE HOLDINGS,"“30,000”",40a11000000000b1
187,京城机电股份,"“2,000”",40a11000000000b2
188,新华汇富金融,"“10,000”",40a11000000000b3
189,东岳集团,"“1,000”",40a11000000000b4
190,香港建设(控股),"“1,000”",40a11000000000b5
191,丽新国际,"“5,000”",40a11000000000b6
193,冠中地产,"“15,000”",40a11000000000b7
194,廖创兴企业,"“2,000”",40a11000000000b8
195,利海资源,"“10,000”",40a11000000000b9
196,宏华集团,"“1,000”",40a11000000000ba
197,亨泰,"“5,000”",40a11000000000bb
198,星美控股,"“4,000”",40a11000000000bc
199,德祥地产,"“1,000”",40a11000000000bd
200,新濠国际发展,"“1,000”",40a11000000000be
201,华大酒店,"“2,000”",40a11000000000bf
202,润中国际控股,"“5,000”",40a11000000000c0
205,财讯传媒,"“20,000”",40a11000000000c1
206,TSC集团,"“1,000”",40a11000000000c2
207,大悦城地产,"“2,000”",40a11000000000c3
208,保利达资产,"“5,000”",40a11000000000c4
209,瀛晟科学,"“4,000”",40a11000000000c5
210,达芙妮国际,"“2,000”",40a11000000000c6
211,STYLAND HOLD,"“10,000”",40a11000000000c7
212,NANYANG HOLD,500,40a11000000000c8
213,NATIONAL ELEC H,"“2,000”",40a11000000000c9
214,汇汉控股,"“2,000”",40a11000000000ca
215,和记电讯香港,"“2,000”",40a11000000000cb
216,建业实业,"“4,000”",40a11000000000cc
217,中国诚通发展集团,"“2,000”",40a11000000000cd
218,申万宏源,"“5,000”",40a11000000000ce
219,顺豪科技,"“2,000”",40a11000000000cf
220,统一企业中国,"“1,000”",40a11000000000d0
221,易易壹金融,"“20,000”",40a11000000000d1
222,闽信集团,"“2,000”",40a11000000000d2
223,神州资源,"“2,000”",40a11000000000d3
224,建生国际,"“4,000”",40a11000000000d4
225,博富临置业,"“2,000”",40a11000000000d5
226,力宝,"“1,000”",40a11000000000d6
227,第一上海,"“8,000”",40a11000000000d7
228,中能控股,"“2,000”",40a11000000000d8
229,利民实业,"“1,000”",40a11000000000d9
230,五矿地产,"“2,000”",40a11000000000da
231,平安证券集团控股,"“20,000”",40a11000000000db
232,中国航空工业国际,"“2,000”",40a11000000000dc
233,铭源医疗,"“10,000”",40a11000000000dd
234,新世纪集团,"“8,000”",40a11000000000de
235,中策集团,"“5,000”",40a11000000000df
236,香港生力啤,"“2,000”",40a11000000000e0
237,安全货仓,"“2,000”",40a11000000000e1
238,长兴国际,"“1,000”",40a11000000000e2
239,白花油,"“2,500”",40a11000000000e3
240,利基控股,"“10,000”",40a11000000000e4
241,阿里健康,"“2,000”",40a11000000000e5
242,信德集团,"“2,000”",40a11000000000e6
243,QPL INT'L,"“9,000”",40a11000000000e7
244,先施,"“1,000”",40a11000000000e8
245,中国民生金融,"“10,000”",40a11000000000e9
246,瑞金矿业,500,40a11000000000ea
247,TST PROPERTIES,"“2,000”",40a11000000000eb
248,香港通讯国际控股,"“4,000”",40a11000000000ec
250,中国数码信息,"“10,000”",40a11000000000ed
251,爪哇控股,"“2,000”",40a11000000000ee
252,华信地产财务,"“2,000”",40a11000000000ef
253,顺豪资源集团,"“2,000”",40a11000000000f0
254,国家联合资源,"“10,000”",40a11000000000f1
255,龙记集团,"“2,000”",40a11000000000f2
256,冠城钟表珠宝,"“2,000”",40a11000000000f3
257,中国光大国际,"“1,000”",40a11000000000f4
258,汤臣集团,"“2,000”",40a11000000000f5
259,亿都（国际控股）,"“2,000”",40a11000000000f6
260,幸福控股,"“10,000”",40a11000000000f7
261,中建置地,"“80,000”",40a11000000000f8
262,迪臣发展国际,"“5,000”",40a11000000000f9
263,高富集团控股,"“4,000”",40a11000000000fa
264,中玺国际,"“4,000”",40a11000000000fb
265,东胜中国,"“10,000”",40a11000000000fc
266,天德地产,"“2,000”",40a11000000000fd
267,中信股份,"“1,000”",40a11000000000fe
268,金蝶国际,"“2,000”",40a11000000000ff
269,中国资源交通,"“5,000”",40a1100000000100
270,粤海投资,"“2,000”",40a1100000000101
271,丹枫控股,"“1,000”",40a1100000000102
272,瑞安房地产,500,40a1100000000103
273,民信金控,"“20,000”",40a1100000000104
274,中富资源,"“40,000”",40a1100000000105
275,锦兴集团,"“10,000”",40a1100000000106
276,蒙古能源,"“3,000”",40a1100000000107
277,太兴置业,"“2,000”",40a1100000000108
278,华厦置业,"“2,000”",40a1100000000109
279,民众金服,"“20,000”",40a110000000010a
280,景福集团,"“2,000”",40a110000000010b
281,川河集团,"“2,000”",40a110000000010c
282,壹传媒,"“2,000”",40a110000000010d
283,高银地产,"“2,000”",40a110000000010e
285,比亚迪电子,500,40a110000000010f
286,同佳健康,"“2,000”",40a1100000000110
287,永发置业,"“2,000”",40a1100000000111
288,万洲国际,500,40a1100000000112
289,WING ON CO,"“1,000”",40a1100000000113
290,中国富强金融,"“2,000”",40a1100000000114
291,华润啤酒,"“2,000”",40a1100000000115
292,泛海酒店,"“10,000”",40a1100000000116
293,国泰航空,"“1,000”",40a1100000000117
294,长江制衣,"“1,000”",40a1100000000118
295,江山控股,"“25,000”",40a1100000000119
296,英皇娱乐酒店,"“5,000”",40a110000000011a
297,中化化肥,"“2,000”",40a110000000011b
298,庄士中国,"“10,000”",40a110000000011c
299,新体育,"“10,000”",40a110000000011d
300,昆明机床,"“2,000”",40a110000000011e
303,VTECH HOLDINGS,100,40a110000000011f
305,五菱汽车,"“10,000”",40a1100000000120
306,冠忠巴士集团,"“2,000”",40a1100000000121
307,优派能源发展,"“2,000”",40a1100000000122
308,香港中旅,"“2,000”",40a1100000000123
309,新华通讯频媒,"“1,000”",40a1100000000124
311,联泰控股,"“1,000”",40a1100000000125
312,岁宝百货,"“2,000”",40a1100000000126
313,裕田中国,"“50,000”",40a1100000000127
315,数码通电讯,500,40a1100000000128
316,东方海外国际,500,40a1100000000129
317,中船防务,"“2,000”",40a110000000012a
318,黄河实业,"“5,000”",40a110000000012b
319,勤美达国际,"“2,000”",40a110000000012c
320,金宝通,"“2,000”",40a110000000012d
321,德永佳集团,"“2,000”",40a110000000012e
322,康师傅控股,"“2,000”",40a110000000012f
323,马鞍山钢铁股份,"“2,000”",40a1100000000130
326,中国星集团,"“10,000”",40a1100000000131
327,百富环球,"“1,000”",40a1100000000132
328,ALCO HOLDINGS,"“2,000”",40a1100000000133
329,叁龙国际,"“4,000”",40a1100000000134
330,思捷环球,100,40a1100000000135
331,丰盛机电,"“1,000”",40a1100000000136
332,元亨燃气,"“4,000”",40a1100000000137
333,黛丽斯国际,"“2,000”",40a1100000000138
334,TCL显示科技,"“8,000”",40a1100000000139
335,美建集团,"“2,000”",40a110000000013a
336,华宝国际,"“1,000”",40a110000000013b
337,绿地香港,"“1,000”",40a110000000013c
338,上海石油化工股份,"“2,000”",40a110000000013d
340,中国矿业,"“2,000”",40a110000000013e
341,大家乐集团,"“2,000”",40a110000000013f
342,新海能源,"“2,000”",40a1100000000140
343,文化传信,"“5,000”",40a1100000000141
345,VITASOY INT'L,"“2,000”",40a1100000000142
346,延长石油国际,"“10,000”",40a1100000000143
347,鞍钢股份,"“2,000”",40a1100000000144
348,海尔智能健康,"“2,000”",40a1100000000145
351,亚洲能源物流,"“10,000”",40a1100000000146
352,富阳,"“2,000”",40a1100000000147
